team,body,threadId,msg_time,sprint,global_id,student,normalized,activity_conf,action_conf,inferred_activities,inferred_actions,training_activities,sbert_conf,thread_type,dev_weight,dominant_activity,num_messages
t11,Sorry guys. Something came up. I’m out of town dealing with family stuff.,1714605053644,2024-05-01 23:10:53+00:00,Sprint 3,g068,t11_s04,sorry guys something came up i m out of town dealing with family stuff,{},{},set(),set(),set(),{},NON_DEV,0.0,,1
t11,"Hey guys, just keeping y'all updated -- i'm planning on putting a lot of work into this class tonight and all of tomorrow. Sorry for having been so swamped these past couple weeks! I'll have everything on my end set before Wednesday",1714437323323,2024-04-30 00:35:23+00:00,Sprint 3,g049,t11_s01,hey guys just keeping y all updated i m planning on putting a lot of work into this class tonight and all of tomorrow sorry for having been so swamped these past couple weeks i ll have everything on my end set before wednesday,{},{'UPDATED': 1},set(),{'UPDATED'},set(),{},NON_DEV,0.0,,1
t11,"We would like to have a meeting before we present to make sure our project is complete. [REDACTED_NAME], [REDACTED_NAME], and I are available wednesday afternoon just let us know what would be a good time for all of us to meet up",1714173300130,2024-04-26 23:15:00+00:00,Sprint 3,g069,t11_s05,we would like to have a meeting before we present to make sure our project is complete <name> <name> and i are available wednesday afternoon just let us know what would be a good time for all of us to meet up,{},{},set(),set(),set(),{},NON_DEV,0.0,,8
t11,Sounds good to me,1714173300130,2024-04-29 18:43:02+00:00,Sprint 3,g054,t11_s03,sounds good to me,{},{},set(),set(),set(),{},NON_DEV,0.0,,8
t11,Works for me!,1714173300130,2024-04-29 16:55:28+00:00,Sprint 3,g049,t11_s01,works for me,{},{},set(),set(),set(),{},NON_DEV,0.0,,8
t11,5:00 sounds good to me,1714173300130,2024-04-29 16:55:11+00:00,Sprint 3,g050,t11_s02,sounds good to me,{},{},set(),set(),set(),{},NON_DEV,0.0,,8
t11,Sounds good to me ?,1714173300130,2024-04-29 02:44:48+00:00,Sprint 3,g068,t11_s04,sounds good to me,{},{},set(),set(),set(),{},NON_DEV,0.0,,8
t11,So do you guys wanan meet at 5:00 on wednesday?,1714173300130,2024-04-29 01:51:50+00:00,Sprint 3,g069,t11_s05,so do you guys wanan meet at on wednesday,{},{},set(),set(),set(),{},NON_DEV,0.0,,8
t11,Oops sorry yall just saw this! I am also available in the afternoon!,1714173300130,2024-04-28 02:14:02+00:00,Sprint 3,g068,t11_s04,oops sorry yall just saw this i am also available in the afternoon,{},{},set(),set(),set(),{},NON_DEV,0.0,,8
t11,Available any time after 12.,1714173300130,2024-04-26 23:15:20+00:00,Sprint 3,g049,t11_s01,available any time after,{},{},set(),set(),set(),{},NON_DEV,0.0,,8
t11,"Hi everyone, not sure if it is just my environment but when I run our client and try to create a project, worker, or qualification nothing populates yet. I'm pretty sure thats where we're at, however - wondering if y'all are also getting the error that it cannot connect to server thus leaving the unfulfilled promise? If so - how are y'all viewing what gets sent back to the server as of right now? Thanks (:",1714272267776,2024-04-28 02:44:27+00:00,Sprint 3,g068,t11_s04,hi everyone not sure if it is just my environment but when i run our client and try to create a project worker or qualification nothing populates yet i m pretty sure thats where we re at however wondering if y all are also getting the error that it cannot connect to server thus leaving the unfulfilled promise if so how are y all viewing what gets sent back to the server as of right now thanks,{},{},set(),set(),set(),{},NON_DEV,0.0,,4
t11,No problem dont worry it took me awhile to figure that out myself,1714272267776,2024-04-28 02:55:58+00:00,Sprint 3,g054,t11_s03,no problem dont worry it took me awhile to figure that out myself,{},{},set(),set(),set(),{},NON_DEV,0.0,,4
t11,Omg... well that was a slow moment for me. Sorry about that. Thanks [REDACTED_NAME] !! (:,1714272267776,2024-04-28 02:53:19+00:00,Sprint 3,g068,t11_s04,omg well that was a slow moment for me sorry about that thanks <name>,{},{},set(),set(),set(),{},NON_DEV,0.0,,4
t11,"It should populate with a default list if you're not seeing anything you need to have the server running too. Run maven ""exec:exec &amp;"" then run the client. Ive been having to run it through remote desktop explorer but if you ssh you might need to manually set the ports for it to connect but I'm not sure how to do that",1714272267776,2024-04-28 02:47:33+00:00,Sprint 3,g054,t11_s03,it should populate with a default list if you re not seeing anything you need to have the server running too run maven exec exec amp then run the client ive been having to run it through remote desktop explorer but if you ssh you might need to manually set the ports for it to connect but i m not sure how to do that,{},{},set(),set(),set(),{},NON_DEV,0.0,,4
t11,Assign worker and Unassign worker will be in the worker page.Start and Finish project will be done in the project page.Make sure wiki files are being completed.,1714173823513,2024-04-26 23:23:43+00:00,Sprint 3,g050,t11_s02,assign worker and unassign worker will be in the worker page start and finish project will be done in the project page make sure wiki files are being completed,{},{},set(),set(),set(),{},NON_DEV,0.0,,1
t11,"Are we meeting today? If so, are we doing so at 5?",1714169245127,2024-04-26 22:07:25+00:00,Sprint 3,g049,t11_s01,are we meeting today if so are we doing so at,{},{},set(),set(),set(),{},NON_DEV,0.0,,3
t11,"I was going to say I don't think I can make the meeting today either if we do have one. I will also read any notes provided. Just for the record, my current plan is to finish my two major projects for other classes (which are due Sunday) and then start putting through all the work for this class",1714169245127,2024-04-26 22:48:44+00:00,Sprint 3,g049,t11_s01,i was going to say i don t think i can make the meeting today either if we do have one i will also read any notes provided just for the record my current plan is to finish my two major projects for other classes which are due sunday and then start putting through all the work for this class,{},{},set(),set(),set(),{},NON_DEV,0.0,,3
t11,"I think everyone is meeting. I, however, cannot make it to the meeting today but I'll keep my eye out for the meeting notes",1714169245127,2024-04-26 22:47:11+00:00,Sprint 3,g068,t11_s04,i think everyone is meeting i however cannot make it to the meeting today but i ll keep my eye out for the meeting notes,{},{},set(),set(),set(),{},NON_DEV,0.0,,3
t11,[REDACTED_NAME] I merged your PR but created a new issue (issue #307) to address one issue I found when testing your front end for creating a new project.,1713986386178,2024-04-24 19:19:46+00:00,Sprint 3,g050,t11_s02,<name> i merged your pull_request but created a new issue issue to address one issue i found when testing your front end for creating a new project,"{'MERGE': 1, 'PULL_REQUEST': 1, 'ISSUE': 3}","{'MERGED': 1, 'OPENED': 1}","{'ISSUE', 'PULL_REQUEST', 'MERGE'}","{'OPENED', 'MERGED'}","{'ISSUE', 'PULL_REQUEST', 'MERGE'}","{'MERGE': np.float64(0.6852030229141839), 'PULL_REQUEST': np.float64(0.9937297763575949)}",DEV,5.0,ISSUE,3
t11,"[REDACTED_NAME] I left a comment on the issue! I'll drop it below too, in case you don't want to go all the way to Github to respond: @[[REDACTED_NAME]] Would adding an empty placeholder not do the same thing is the user does not select from the drop down? Instead should there be a default size of ""SMALL"" ? Let me know your thoughts (:",1713986386178,2024-04-24 19:43:43+00:00,Sprint 3,g068,t11_s04,<name> i left a comment on the issue i ll drop it below too in case you don t want to go all the way to github to respond <name> would adding an empty placeholder not do the same thing is the user does not select from the drop down instead should there be a default size of small let me know your thoughts,{'ISSUE': 1},{},{'ISSUE'},set(),{'ISSUE'},{},DEV,5.0,ISSUE,3
t11,Okay! Thanks a bunch for doing that. I’ll take a look (:,1713986386178,2024-04-24 19:36:19+00:00,Sprint 3,g068,t11_s04,okay thanks a bunch for doing that i ll take a look,{},{},set(),set(),set(),{},DEV,5.0,ISSUE,3
t11,"Weekly Wrap-up: Front End: Start with use cases 4-9 on P3 page Limit user typing to a minimum, so only creation tasks(POST) Finish dataService file Start working on UseCases and TestCases markdown files",1713569043432,2024-04-19 23:24:03+00:00,Sprint 3,g050,t11_s02,weekly wrap up front end start with use_case on p page limit user typing to a minimum so only creation tasks post finish dataservice file start working on usecases and testcases markdown files,{},{},set(),set(),set(),{},NON_DEV,0.0,,1
t11,"Hey guys I know we have a meeting today, but I have a terrible migraine and it still hasn't gotten better. I personally do not have any major updates on my end -- my intent is to really focus on this class next week since I will have more free time.",1713567458762,2024-04-19 22:57:38+00:00,Sprint 3,g049,t11_s01,hey guys i know we have a meeting today but i have a terrible migraine and it still hasn t gotten better i personally do not have any major updates on my end my intent is to really focus on this class next week since i will have more free time,{},{},set(),set(),set(),{},NON_DEV,0.0,,2
t11,My teams glitched at the end of the call lol. Nothing to add on my end 👍,1713567458762,2024-04-19 23:18:08+00:00,Sprint 3,g049,t11_s01,my teams glitched at the end of the call lol nothing to add on my end,{},{},set(),set(),set(),{},NON_DEV,0.0,,2
t11,"Create worker and create project PRs are up right now. I will likely have to resolve conflicts - so if anyone merges, please lmk !",1713478772708,2024-04-18 22:19:32+00:00,Sprint 3,g068,t11_s04,create worker and create project pull_request are up right now i will likely have to resolve conflicts so if anyone merges please lmk,{'PULL_REQUEST': 1},{},"{'PULL_REQUEST', 'MERGE'}",set(),{'PULL_REQUEST'},"{'MERGE': np.float64(0.6280711189467605), 'PULL_REQUEST': np.float64(0.9960048401247679)}",DEV,7.0,PULL_REQUEST,4
t11,[REDACTED_NAME] updated my other PRs,1713478772708,2024-04-19 01:23:33+00:00,Sprint 3,g068,t11_s04,<name> updated my other pull_request,{'PULL_REQUEST': 1},{'UPDATED': 1},{'PULL_REQUEST'},{'UPDATED'},{'PULL_REQUEST'},{'PULL_REQUEST': np.float64(0.9978504868247606)},DEV,7.0,PULL_REQUEST,4
t11,[REDACTED_NAME] I merged one of your PRs,1713478772708,2024-04-19 00:58:06+00:00,Sprint 3,g050,t11_s02,<name> i merged one of your pull_request,"{'MERGE': 1, 'PULL_REQUEST': 1}",{'MERGED': 1},"{'PULL_REQUEST', 'MERGE'}",{'MERGED'},"{'PULL_REQUEST', 'MERGE'}","{'MERGE': np.float64(0.9686131805065697), 'PULL_REQUEST': np.float64(0.9939439930555082)}",DEV,7.0,PULL_REQUEST,4
t11,worker details and project details are also up as PRs (will need to be edited to resolve conflicts),1713478772708,2024-04-18 22:30:07+00:00,Sprint 3,g068,t11_s04,worker details and project details are also up as pull_request will need to be edited to resolve conflicts,{'PULL_REQUEST': 1},{},{'PULL_REQUEST'},set(),{'PULL_REQUEST'},{'PULL_REQUEST': np.float64(0.9973005773945567)},DEV,7.0,PULL_REQUEST,4
t11,"Hi team, Just wanted to let you guys know that I had an immediate family member pass away yesterday. I want you all to have a heads up as I'm not sure how the next week or so will look like for me and my family. I hope to be able to contribute as I normally would to the team, however just in case you see an absence from me, I wanted you all to know the reasoning. I'll try to keep you guys in the loop about my ability to work on the project in the next week. Thanks in advance for all of your patience and understanding. Really sorry for the inconvenience ):",1713387183892,2024-04-17 20:53:03+00:00,Sprint 3,g068,t11_s04,hi team just wanted to let you guys know that i had an immediate family member pass away yesterday i want you all to have a heads up as i m not sure how the next week or so will look like for me and my family i hope to be able to contribute as i normally would to the team however just in case you see an absence from me i wanted you all to know the reasoning i ll try to keep you guys in the loop about my ability to work on the project in the next week thanks in advance for all of your patience and understanding really sorry for the inconvenience,{},{},set(),set(),set(),{},NON_DEV,0.0,,2
t11,"[REDACTED_NAME], I am so sorry for your loss. My best wishes go out to you and your family. Please take care of yourself first, however that may look like.",1713387183892,2024-04-17 22:15:18+00:00,Sprint 3,g049,t11_s01,<name> i am so sorry for your loss my best wishes go out to you and your family please take care of yourself first however that may look like,{},{},set(),set(),set(),{},NON_DEV,0.0,,2
t11,[REDACTED_NAME] [REDACTED_NAME] [REDACTED_NAME] [REDACTED_NAME] Demo time slots have been released. When does everyone want to do our demo? The times on the 1st and 2nd go later in the afternoon if we want to grab one of those before they're taken.,1713043950594,2024-04-13 21:32:30+00:00,Sprint 3,g050,t11_s02,<name> <name> <name> <name> demo time slots have been released when does everyone want to do our demo the times on the st and nd go later in the afternoon if we want to grab one of those before they re taken,{},{},set(),set(),set(),{},NON_DEV,0.0,,3
t11,That works for me,1713043950594,2024-04-14 02:35:42+00:00,Sprint 3,g069,t11_s05,that works for me,{},{},set(),set(),set(),{},NON_DEV,0.0,,3
t11,I put us in for 4:30pm on Thursday May 2nd for now since we tend to meet later in the day. Please let me know if that works for everyone or if we should try for a different time.,1713043950594,2024-04-13 21:36:27+00:00,Sprint 3,g050,t11_s02,i put us in for pm on thursday may nd for now since we tend to meet later in the day please let me know if that works for everyone or if we should try for a different time,{},{},set(),set(),set(),{},NON_DEV,0.0,,3
